p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
9.063722560574989e-11	-0.277683593641892	0.065	0.312	1.8076688274810757e-6	2	TSN
1.8588019222792284e-11	-0.2777197105561058	0.091	0.38	3.7071945537936934e-7	2	BAD
5.273635452096496e-6	-0.2778015562962024	0.069	0.365	0.10517738545661251	6	HSPA4
2.310288397648338e-10	-0.2779935319811235	0.139	0.347	4.607639180269845e-6	1	EFEMP1
7.156923882084041e-4	-0.2782036453962933	1	0.989	1	5	RPL31
0.006482376576194355	-0.27820526829110914	0.775	0.684	1	1	NCL
0.008054337039950774	-0.2782448593236351	0.042	0.164	1	6	GAA
1.5648604970591825e-7	-0.2783480069401154	0.112	0.268	0.0031209577753348334	1	OSBPL3
1.539301463646216e-10	-0.2784534052513761	0.043	0.269	3.0699828390960132e-6	2	C16orf91
9.682105967533788e-6	-0.27848432677796553	0.044	0.136	0.19309992141649385	1	HIST1H1E
1.1922358722224545e-7	-0.2785064450740877	0.242	0.555	0.0023777952235604634	2	EIF3G
4.2396210665168906e-4	-0.27855303649599744	0.014	0.178	1	6	CKAP5
8.87107698776601e-8	-0.27861280698446766	0.011	0.158	0.001769247594440053	2	RNASEH1-AS1
7.541149189835946e-4	-0.2786257181542898	0.111	0.336	1	6	MGST2
1.54876906879899e-4	-0.27862940659095337	0.014	0.197	1	6	BOLA1
3.42137562500657e-5	-0.27879385703639536	0.175	0.311	0.6823591546513104	1	SMARCB1
1.395625003079312e-10	-0.2789894733192465	0.022	0.234	2.78343450614138e-6	2	ZNF326
5.660534767618995e-14	-0.2789941303837507	0.003	0.158	1.1289370540539323e-9	1	SMIM10
5.20330990042294e-4	-0.27908517329182203	0	0.146	1	6	HELLS
1.2414355075222392e-8	-0.27913928665818244	0.015	0.122	2.475918976202354e-4	1	SERPINB4
1.6883860147692267e-4	-0.2792013371506565	0.042	0.248	1	6	GPS1
0.008903079114325502	-0.27928270088979673	0.112	0.178	1	1	H3F3AP4
0.0015113709196985768	-0.27935557555896473	0.625	0.864	1	6	ATP5MF
1.4633890415695806e-10	-0.27948145297159765	0.038	0.256	2.9185831045063716e-6	2	BCAT2
2.227089287942621e-7	-0.27950254726211526	0.022	0.167	0.004441706875872763	2	EFCAB11
9.058620897772551e-4	-0.27954831047252227	0.014	0.162	1	6	WASL
0.0010747264770694358	-0.2795584857416499	0.069	0.255	1	6	FAR1
7.654903020800955e-4	-0.27957904391144645	0	0.138	1	6	KIF18A
2.7459088353528845e-5	-0.27968426559222753	0.145	0.279	0.5476440581227793	1	RBM22
9.806572298278538e-4	-0.2797658989566933	0.189	0.305	1	1	PPP2R3C
0.0012935178111225494	-0.27980009550473683	0.042	0.205	1	6	CWC25
6.475659695991272e-5	-0.2798571951325197	0.925	0.981	1	2	PTMA
4.195397185985278e-4	-0.2799063601141043	0.375	0.76	1	6	NDUFB1
1.954654936843194e-12	-0.28009364287161753	0.183	0.566	3.898363806040066e-8	2	VPS35
7.788128083738335e-4	-0.2801374495684563	0.292	0.637	1	6	CUTA
5.232717483581014e-8	-0.2801562040865704	0.016	0.172	0.0010436131749253974	2	ARL13B
0.0013270032426699442	-0.2801590278371791	0.042	0.204	1	6	RB1CC1
1.4577906447531752e-8	-0.28016028172483787	0.022	0.194	2.907417661895733e-4	2	SMUG1
5.023999679107647e-4	-0.2801890139855598	0.014	0.174	1	6	COLGALT1
1.2806333434509506e-5	-0.28032107472658935	0.142	0.274	0.2554095140178576	1	NUDT1
1.3922831697113733e-8	-0.28032926020303667	0.011	0.174	2.776769553672363e-4	2	TFAP2A
9.149573859447034e-4	-0.2803488217042194	0.819	0.941	1	6	RPS26
4.656431034095889e-4	-0.2803868532513877	0	0.148	1	6	KIF20B
4.2868951352270694e-5	-0.28051075265867226	0.074	0.17	0.8549783657696868	1	ATF7IP
5.3246714263766295e-5	-0.2805182413433932	0.125	0.422	1	6	PPP1CB
2.1402265786912935e-7	-0.2805594797559374	0.985	0.92	0.004268467888541916	1	RPL9
6.256497100238875e-7	-0.2806380862655933	0.011	0.142	0.012477957816716413	2	CNFN
0.0042727815934530755	-0.2807504760915315	0.06	0.159	1	4	MID1
5.499691032525962e-4	-0.28076652467581953	0	0.145	1	6	RBFA
5.81247203906644e-4	-0.2808127647195527	0	0.144	1	6	COL12A1
2.810533390610155e-8	-0.2808571458127236	0.199	0.503	5.605327794232893e-4	2	NANS
1.5358211303114936e-4	-0.2808593436591835	0.028	0.224	1	6	PNPLA4
8.453652039871154e-8	-0.2808654493627781	0	0.138	0.001685996362831903	2	CLCF1
4.570899422296591e-10	-0.2810131895304455	0.038	0.252	9.11620180782832e-6	2	GAR1
6.403764993071361e-10	-0.28105369271274716	0.258	0.644	1.2771668902181522e-5	2	GTF3C6
1.5591799854778092e-14	-0.2811045180371452	0.009	0.176	3.1096285630369427e-10	1	HYI
1.190394584573994e-7	-0.2811660829795357	0.005	0.144	0.0023741229594743734	2	ABLIM1
1.0114669739699208e-4	-0.28117032437059175	0.069	0.307	1	6	ABHD12
4.404380947576602e-4	-0.2812379752124361	0	0.149	1	6	FERMT2
5.36912887584063e-10	-0.28136719464218707	0.011	0.201	1.0708190629976553e-5	2	CEP41
1.0188772332675227e-8	-0.28146241968154195	0.016	0.188	2.0320487540287472e-4	2	ELOVL6
1.205339496947242e-8	-0.28163661072958224	0.312	0.716	2.4039290927115796e-4	2	SUMO1
4.6564304959759867e-4	-0.2816460027035677	0	0.148	1	6	PPFIBP1
6.093041161645061e-7	-0.28187164661940944	0.107	0.246	0.01215196129278491	1	HUS1
8.783100307194263e-9	-0.28205623171825933	0.011	0.177	1.7517015252668238e-4	2	LINC00662
1.610463495868364e-10	-0.28218799839853514	0.048	0.283	3.211908396159865e-6	2	NMD3
3.299755199092699e-7	-0.28219884231333076	0.016	0.154	0.0065810317690704785	2	MYO1C
2.795213148523179e-5	-0.2823131410854296	0.041	0.125	0.5574773103414629	1	SNX18
2.6343599204512797e-4	-0.28231863443475314	0.014	0.186	1	6	INIP
4.255369545048333e-5	-0.2823411002740891	0.028	0.249	0.8486909020644395	6	TCTN3
9.05686245708072e-4	-0.2823642029839655	0.32	0.43	1	1	TMEM126B
7.5172778343097e-8	-0.28242733664680514	0.011	0.158	0.0014992458912747267	2	CBY1
0.0026268684514562466	-0.2824460910731229	0.172	0.265	1	1	PPP1R2
5.20330990042294e-4	-0.28249522667329946	0	0.146	1	6	BBS7
3.442533750765865e-7	-0.2825713736822896	0.011	0.144	0.006865789312527441	2	SFTA1P
8.680303542325408e-5	-0.28261053103222517	0.014	0.208	1	6	GTF2F1
2.287480033712003e-9	-0.28263538823320394	0.016	0.202	4.562150179235219e-5	2	CYB5D2
4.165619499774794e-4	-0.2827164743604819	0	0.15	1	6	RPGRIP1L
6.544198007841088e-8	-0.2827914419437217	0.043	0.226	0.0013051748506838266	2	EML4
0.002746622187483916	-0.282800560009837	0.302	0.398	1	1	EI24
4.014053203725119e-4	-0.2828022142298856	0.013	0.164	1	5	NDC80
0.001621225616607041	-0.2828699062448239	0.014	0.15	1	6	VEZT
7.272585418383405e-8	-0.28290037273812413	0	0.139	0.0014504444358423862	2	NPDC1
1.4058930443582965e-8	-0.28290806136663715	0.011	0.173	2.8039130876681865e-4	2	CSRP2
3.330309050593033e-4	-0.28301397657740796	0	0.155	1	6	TFAP2A
1.9004077471100293e-7	-0.28301625618528314	0.154	0.324	0.0037901732108362425	1	PRPF19
1.217150863626904e-10	-0.28319919803796834	0.081	0.348	2.4274856824174975e-6	2	PAXX
4.404380947576602e-4	-0.28320930199194233	0	0.149	1	6	MYBL2
6.588805880135616e-9	-0.2832396385584154	0.011	0.18	1.3140714447342473e-4	2	C5orf51
2.0500651346755594e-4	-0.28327858425111846	0.028	0.218	1	6	ATP2C1
6.439246957072725e-4	-0.2833582635617139	0.034	0.12	1	3	SUSD2
0.001728186097462683	-0.28336379161212516	0	0.122	1	6	SLC27A2
2.1396285183153395e-5	-0.2833711197873723	0.056	0.314	0.4267275116928113	6	AIP
2.535427949986844e-5	-0.2835559571753812	0.139	0.458	0.5056657503453762	6	SYPL1
1.5244563111706326e-11	-0.28374138801864596	0.054	0.312	3.0403756669987095e-7	2	STAU1
0.0049000571149480756	-0.28375472207921754	0.052	0.144	1	4	MAPK6
6.913252423436245e-7	-0.2838280443390051	1	0.994	0.013787790633301246	2	RPLP1
2.415963186012665e-6	-0.2839070100295828	0.022	0.149	0.048183969781836596	2	RHOF
5.272765675445526e-10	-0.28393688151637186	0.054	0.283	1.0516003863108557e-5	2	DPP3
1.4547037353850704e-4	-0.2839515581178773	0.153	0.448	1	6	TOMM22
3.895783235925849e-8	-0.2840706887044685	0.092	0.245	7.769750085730514e-4	1	HPCAL1
3.1343372849701207e-6	-0.28410212637694415	0.042	0.322	0.06251122281144408	6	THUMPD3
3.1656389469580484e-5	-0.2841841419591947	0.243	0.387	0.6313550315813131	1	RRP36
2.534865565366699e-4	-0.2842463048345366	0.014	0.188	1	6	ZNF880
4.408714633961421e-4	-0.28438472207639365	0.014	0.177	1	6	PPIH
2.9565065398674236e-8	-0.2844298731148527	0.043	0.222	5.89645664311159e-4	2	RNASEH1
0.002382646094002054	-0.28445286429707983	0	0.115	1	6	KRT17
5.062550448247179e-5	-0.2844810991408335	0.042	0.272	1	6	IFRD2
6.142533292212615e-4	-0.2844825446838938	0	0.143	1	6	NR2F2
3.843266712239488e-10	-0.2845051518750188	0.065	0.299	7.665011130890435e-6	2	IFRD2
0.001467603336376333	-0.2845337549144167	0.014	0.152	1	6	JUP
2.6587738300045663e-4	-0.2847362392018334	0	0.159	1	6	NUP160
3.358821602651707e-7	-0.28490400315151077	0.005	0.138	0.006698833804328565	2	SLC27A2
4.404380437759076e-4	-0.285017232239154	0	0.149	1	6	MICA
3.4054641118745698e-6	-0.2851607827365029	0.069	0.374	0.06791857624722641	6	METAP2
1.125075574106796e-8	-0.28518547605168026	0.059	0.261	2.243850724998594e-4	2	PMPCA
0.0011026688753025878	-0.285271746508521	0.056	0.232	1	6	RAB27A
2.04818567829807e-11	-0.28540508879194515	0.102	0.398	4.0849015167976707e-7	2	GLA
3.148409470730428e-4	-0.28541481827890985	0	0.156	1	6	WDR4
8.917170365462424e-5	-0.2854648901716858	0.028	0.235	1	6	PPIL1
0.0014704305287137974	-0.2855609177628066	0	0.125	1	6	DPY19L1
5.229803903481662e-4	-0.2857319295499707	0.014	0.173	1	6	GNPDA2
9.490399069733544e-12	-0.28576464929504625	0.047	0.22	1.892765190467658e-7	1	TIMM44
7.076167070423026e-8	-0.28592098294971624	0.005	0.15	0.0014112707605251683	2	PLEK2
1.2485620795216705e-5	-0.2859219246641487	0.275	0.424	0.24901322113980198	1	FH
6.2496993325191085e-12	-0.28592498601272676	0.065	0.337	1.246440034877611e-7	2	ZMPSTE24
6.732422170451498e-5	-0.2860130232045972	0.263	0.407	1	1	C20orf24
7.496905866624373e-4	-0.28613872357373005	0.014	0.166	1	6	HERC4
5.11304036927717e-12	-0.28618192574974	0.081	0.368	1.0197447712486387e-7	2	DHX30
0.007365960584579276	-0.2862202521548506	0.107	0.173	1	1	SMAP1
0.0019239779669807126	-0.2862277792955877	0	0.12	1	6	UBFD1
7.63526099359809e-10	-0.28627234018404796	0.054	0.279	1.522776452563203e-5	2	DPAGT1
1.7046260803106628e-6	-0.28631800455260215	0.032	0.172	0.033997062545715856	2	FOSL1
8.670119566838987e-6	-0.28634617521950373	0.028	0.277	0.17291686464103675	6	CCNC
0.007326383010922636	-0.28636302857488216	0.898	0.776	1	3	EEF1D
2.048070030828141e-4	-0.28646389694139623	0.014	0.192	1	6	CDC25B
6.527704504276848e-7	-0.2866574518256554	0.104	0.241	0.013018853863329747	1	TP53
1.9203769019804313e-4	-0.28666940518758316	0.014	0.193	1	6	FEN1
2.8332829817854715e-11	-0.28672441430694684	0.161	0.505	5.650699578872944e-7	2	NUCB2
9.013470501012032e-11	-0.28673768452372106	0.059	0.305	1.7976465567218396e-6	2	SSRP1
5.7629922971203846e-5	-0.2867548074913973	0.109	0.22	1	1	SMARCC1
3.3873650184003084e-10	-0.2867676308294566	0.081	0.338	6.755760792697575e-6	2	BBX
0.007768857707450617	-0.28677834283520376	0.958	0.977	1	6	RPL18A
1.7960483426436676e-5	-0.28678381847226797	0.097	0.395	0.35820388145685306	6	TIPRL
0.00863222494698676	-0.2868937980712831	0.426	0.498	1	1	ACTN1
5.1407387001575414e-8	-0.28701532649341954	0.016	0.17	0.0010252689263594201	2	NDUFAF5
1.3556808289572333e-6	-0.287125519364877	0.127	0.274	0.027037698452723063	1	ADAM15
1.2714178907925068e-13	-0.287137451609346	0.012	0.173	2.535715841396576e-9	1	PIMREG
0.002326097866901572	-0.2871984017149495	0.266	0.378	1	1	DDA1
1.578411077060531e-8	-0.2872313391066686	0.016	0.183	3.1479830520895227e-4	2	TMEM263
6.305067339349775e-10	-0.28723733861297046	0.054	0.278	1.2574826301599191e-5	2	GOLT1B
2.058533815360398e-4	-0.28728628754411933	0.014	0.192	1	6	SPC25
1.0856074209983088e-4	-0.2874555212859758	0.069	0.307	1	6	ARPP19
2.3613101920015212e-12	-0.287467866182439	0.161	0.516	4.709397046927834e-8	2	GAS5
6.863319264715027e-4	-0.2875217882732828	0.151	0.251	1	1	PNPLA8
1.6446855572928244e-13	-0.2875235240660664	0.036	0.221	3.2801608754648088e-9	1	COQ3
5.7773601344593894e-8	-0.2875395272711202	0.024	0.132	0.0011522367052165807	1	USP4
2.8522157106426846e-13	-0.2875759076557424	0.054	0.34	5.68845901330577e-9	2	GSS
2.1321171388386342e-9	-0.28765844727705625	0.032	0.234	4.2522944216997725e-5	2	SNAPC5
1.9987105769252194e-4	-0.28776365955020233	0.042	0.245	1	6	IFT27
8.541346547719758e-4	-0.28784949837831825	0	0.136	1	6	PDCD2L
6.813705144801088e-4	-0.2879830666450624	0.014	0.168	1	6	PSPH
1.0887349489552712e-4	-0.28804191473435914	0.263	0.384	1	1	CSE1L
1.0502284363905677e-6	-0.28805205713633414	0	0.117	0.020945755935373483	2	SLC16A4
3.911739622791157e-5	-0.288057956307341	0.145	0.269	0.7801573503694683	1	TMEM251
7.329822442704399e-10	-0.2880797089225706	0.054	0.274	1.4618597879729653e-5	2	TCTN3
6.399798480253423e-8	-0.28810262251107166	0.022	0.178	0.0012763758089017426	2	PIR
3.1728488158179913e-4	-0.2881496192522038	0.014	0.183	1	6	UQCC1
1.4870916601405407e-6	-0.2881650281630233	0.172	0.328	0.029658556069842943	1	AC007969.1
2.1196177472116137e-4	-0.28824489075871335	0	0.163	1	6	MAGEF1
6.858261281697829e-4	-0.288305080487112	0	0.14	1	6	AKT1S1
0.00225885765450269	-0.2883471189134108	0	0.116	1	6	ITGA2
3.5224092005123266e-4	-0.28837566304247814	0	0.154	1	6	RBM4B
1.7194150723865746e-5	-0.2883823490350864	0.097	0.395	0.34292014203677845	6	PSMD1
0.0071447277632878505	-0.28839962500199734	0.653	0.849	1	6	NDUFA1
8.7166386494648e-4	-0.2884053206739323	0.806	0.944	1	6	RPL3
1.186879056084433e-6	-0.2885773264086118	0.166	0.319	0.023671115894547932	1	NDUFA7
0.004232362088453529	-0.2886036009862263	0.444	0.764	1	6	ATP6V1F
1.0753494875879992e-12	-0.28864819426889615	0.012	0.163	2.1446770180455055e-8	1	C9orf84
4.6677577073315736e-11	-0.2886940722988519	0.044	0.206	9.309375971502091e-7	1	MPV17L2
1.377680814824193e-4	-0.28870033980329074	0.014	0.2	1	6	SEPT10
8.5463070577872e-5	-0.28886154273087794	0.014	0.208	1	6	SAE1
1.4708626835734461e-4	-0.2888914955665781	0.034	0.131	1	3	BICC1
5.636665991983216e-10	-0.28890065282508703	0.022	0.221	1.1241766654411326e-5	2	DBF4
1.4256317343449317e-11	-0.28892916458747275	0.194	0.569	2.843279930977532e-7	2	PDCD10
3.7757280168168184e-5	-0.28894237752202234	0.153	0.478	0.7530311956739463	6	TMEM126A
2.3810928252898583e-9	-0.28894330998240136	0.048	0.261	4.748851530758093e-5	2	DERL1
4.117597420427408e-6	-0.28901808462438194	0.251	0.409	0.08212136295300423	1	RUVBL1
7.389877959314842e-4	-0.28905755567692476	0.017	0.122	1	4	CPLX2
8.086307366394882e-4	-0.2890663593955682	0	0.137	1	6	LAMB3
0.006494160898115421	-0.28917676348689236	0.059	0.111	1	1	DCP2
1.8484316614215865e-9	-0.2892795806277766	0.027	0.223	3.6865121055392124e-5	2	SEPT10
3.610351145023838e-9	-0.2892813298019661	0.032	0.226	7.200484323635543e-5	2	TST
7.245933582941758e-4	-0.28945755076971363	0	0.139	1	6	FAM3A
2.5378086087037197e-7	-0.2894726599818873	0.011	0.147	0.005061405489198699	2	AC093157.1
7.245933582941758e-4	-0.28949191963154536	0	0.139	1	6	HMMR
4.193881275039281e-11	-0.289556873102265	0.033	0.184	8.364276814938342e-7	1	MCM6
3.1728488158179913e-4	-0.2897847129746225	0.014	0.183	1	6	ERLIN1
1.1236529142297158e-8	-0.28981142371249513	0.032	0.216	2.2410133721397453e-4	2	MRFAP1L1
1.5319346800333468e-6	-0.2898943700622433	0.005	0.123	0.03055290525858507	2	FBXO17
6.142533292212615e-4	-0.28992466744193784	0	0.143	1	6	MTRR
4.6440502792366195e-12	-0.28994845665880753	0.14	0.479	9.262093876909514e-8	2	TXNDC9
0.0021789633551567837	-0.2899484696778174	0.411	0.494	1	1	AP3S1
6.0750466600508075e-5	-0.29000260270678524	0.139	0.442	1	6	ACTN4
2.1680477945212615e-4	-0.2900911599402265	0.32	0.447	1	1	SDHA
5.77352461676436e-5	-0.29011994485024384	0.056	0.295	1	6	DHX15
2.47945701379995e-12	-0.29023290254804035	0.027	0.19	4.945029068322621e-8	1	ZNF266
2.895743307043662e-12	-0.29028701871851725	0.129	0.461	5.775270451567879e-8	2	MRPS6
2.934174390625776e-7	-0.2902994923237321	0.092	0.231	0.005851917404664048	1	RIOK1
9.916300246740093e-14	-0.2903648364646503	0.091	0.412	1.977706921209844e-9	2	SRP54
3.7205102406811277e-4	-0.2904798019478645	0.009	0.118	1	4	TNS4
7.935771249750776e-11	-0.29053287280561857	0.075	0.338	1.5827102180502948e-6	2	PES1
4.248386260804813e-14	-0.290595870206948	0.199	0.619	8.472981558549119e-10	2	LYPLA1
2.5836138718489224e-8	-0.2906931838228157	0.027	0.197	5.152759506015491e-4	2	EEF2KMT
1.6888672933488143e-9	-0.2907490249537175	0.089	0.257	3.3682769298548754e-5	1	TMEM38B
1.5868035219524072e-13	-0.290944212001879	0.018	0.184	3.164720944181881e-9	1	FAM83A
4.654752431814606e-9	-0.29100671010237833	0.323	0.736	9.283438250011051e-5	2	SEC11A
6.142533292212615e-4	-0.29100737414776795	0	0.143	1	6	ST20
5.181894493374949e-8	-0.29103195287096423	0.016	0.17	0.0010334770377587	2	KIF23
2.041048574963535e-6	-0.29106601392771364	0.005	0.12	0.04070667277907274	2	BCAM
6.66511773477128e-6	-0.29106764282530373	0.042	0.309	0.13292910810227843	6	TMEM256
1.4953341185961763e-11	-0.29106767827614455	1	0.992	2.982294366128214e-7	2	TMSB10
2.974802200391849e-8	-0.291185636838085	0.011	0.164	5.932945508461503e-4	2	FOXRED1
8.371831436074514e-9	-0.2911857295696511	0.011	0.179	1.669678061610701e-4	2	RAI14
4.1590536114770576e-4	-0.2912279354141965	0	0.14	1	5	HMMR
0.007336729876802308	-0.29125086641125764	0.486	0.768	1	6	APRT
1.157004857399734e-11	-0.291251532196797	0.009	0.146	2.3075304875980297e-7	1	IL6
1.0187082619597533e-7	-0.2912515806615519	0.005	0.148	0.002031711757652532	2	RND3
9.773962084544696e-5	-0.29139443171359064	0.014	0.206	1	6	TCTN1
0.0027787422588237405	-0.2915756250814461	0.467	0.525	1	1	DNPH1
6.9380750237100575e-9	-0.29160340292082154	0.124	0.3	1.383729682728734e-4	1	DPP3
3.9394635050443624e-4	-0.2916719659346461	0	0.151	1	6	UBL4A
2.9761839938642333e-4	-0.29172845607583264	0	0.157	1	6	LINC00662
3.242250180678656e-10	-0.29179633819870676	0.059	0.296	6.466343760345511e-6	2	TSEN15
2.161328851594548e-8	-0.29182147829304034	0	0.149	4.310554261620166e-4	2	HHLA3
3.5224092005123266e-4	-0.29184885906879404	0	0.154	1	6	NMB
1.3603924002375604e-10	-0.291877108360866	0.07	0.32	2.7131666030337905e-6	2	NT5C
2.3750859077163226e-12	-0.2919179927945223	0.041	0.217	4.7368713343494336e-8	1	AC073332.1
1.6173567343135178e-7	-0.2919376630952875	0.011	0.153	0.00322565627091488	2	PRADC1
4.000596668658449e-8	-0.2919588823206457	0.011	0.162	7.97878999597241e-4	2	MACROD1
7.783024651044998e-7	-0.291970701022207	0.016	0.148	0.015522464364044143	2	PPARG
0.005607815931516651	-0.29205311641236154	0.013	0.113	1	5	PPP1R14A
6.744042422394131e-7	-0.29207440420595354	0.651	0.925	0.013450318207222854	2	COX5B
1.0279772896523664e-7	-0.2921409225497309	0.005	0.145	0.00205019790648268	2	DNAH14
4.415370405241939e-9	-0.2923795682477266	0.978	0.984	8.806014736214523e-5	2	GAPDH
9.527436126310275e-4	-0.29240548098999986	0	0.134	1	6	HIST1H1A
6.344537631703984e-5	-0.2924509615235777	0.16	0.282	1	1	HMGCS1
0.0020584518372803173	-0.2925376804471734	0.18	0.274	1	1	FAR1
5.065775522409251e-6	-0.29262013868922954	0.139	0.499	0.10103182701893011	6	HSD17B10
0.006279755786991169	-0.29269076167700037	0.169	0.251	1	1	PTPN2
7.228423576470667e-12	-0.29271565908813246	0.124	0.444	1.4416367980913097e-7	2	MRPS11
3.5224087901042475e-4	-0.29277571647173717	0	0.154	1	6	PARVA
2.471970107770023e-10	-0.2928099360681491	0.043	0.266	4.930097182936534e-6	2	YDJC
1.6604901103640767e-9	-0.29298841937617937	0.044	0.187	3.311681476110115e-5	1	SMIM3
3.3224642451360517e-9	-0.29302213464374055	0.022	0.203	6.626322690499341e-5	2	POLR3H
6.022526091279505e-4	-0.29314252646634453	0.319	0.691	1	6	RAB11A
5.167625679089796e-4	-0.2931864267314974	0.343	0.458	1	1	ZNF593
8.086308286246898e-4	-0.29321378569076334	0	0.137	1	6	TARBP2
1.3753008439953331e-5	-0.2932143935612751	0.095	0.211	0.27429000032642925	1	TPD52L2
1.4142921987581989e-8	-0.2932336767092355	0.016	0.183	2.820664361203352e-4	2	PRIM1
1.2590939734254618e-9	-0.29324465829350055	0.077	0.243	2.511137020599741e-5	1	LDLR
9.836732934504646e-12	-0.2932884727650547	0.059	0.321	1.9618380164576066e-7	2	HMOX2
2.3552692714886642e-4	-0.2933043319602385	0.028	0.215	1	6	AC106795.1
5.812471371641224e-4	-0.2933535331927293	0	0.144	1	6	PSMD5
1.9684046456649407e-4	-0.29342190820474023	0.249	0.373	1	1	FARSB
2.262129639886408e-6	-0.29353201762545256	0.086	0.207	0.04511591353789452	1	BCL2L13
1.027070698937091e-4	-0.2935480352626355	0.097	0.357	1	6	DARS
1.4514554815508546e-4	-0.2936290473457596	0.014	0.198	1	6	STC2
1.1402418419177171e-14	-0.293717281829482	0.012	0.186	2.274098329520695e-10	1	CPA4
7.333813437598359e-5	-0.29377506645798823	0.028	0.238	1	6	ECT2
3.1084932047143447e-4	-0.29379405136277714	0.097	0.331	1	6	DNMT1
3.1339360910065776e-5	-0.2938713006809527	0.042	0.281	0.6250322139903518	6	TAX1BP3
1.1828462467661442e-5	-0.2939630440377562	0.028	0.272	0.2359068554550398	6	POLR1C
8.541347517845007e-4	-0.29401271865728407	0	0.136	1	6	TTC28-AS1
4.717024494234487e-14	-0.2940577722972736	0.03	0.215	9.407633651301262e-10	1	PRIM1
8.516368812065871e-4	-0.29414627172574276	0.014	0.163	1	6	OARD1
4.826655460885097e-4	-0.29419145669400393	0.234	0.354	1	1	APH1A
0.0010061207252568293	-0.29432021710838296	0	0.133	1	6	FTSJ3
1.3162689393863084e-11	-0.29432037269048095	0.145	0.476	2.6251667727120535e-7	2	UGP2
2.399854595154344e-9	-0.29436324257661295	0.07	0.298	4.7862700045758236e-5	2	ATP2A2
0.002230554784776959	-0.2944022489509257	0.574	0.608	1	1	PSMD4
2.3153610124565584e-9	-0.29446701001923503	0.032	0.231	4.6177560032433603e-5	2	ODF2L
1.3116683177499226e-7	-0.29446730902660256	0.452	0.832	0.0026159912929204455	2	LAPTM4A
5.828353118027646e-9	-0.2945699402838752	0.027	0.149	1.1624067458594336e-4	1	DGAT2
8.332260383542598e-5	-0.2945934952796004	0.042	0.261	1	6	FEZ2
7.55008282305303e-6	-0.29464996612410266	0.139	0.485	0.15057885182296962	6	GSPT1
1.7246533716294173e-5	-0.29475254376729243	0.069	0.343	0.34396486843777097	6	SEC63
0.0018947917020687842	-0.294753614109706	0.052	0.158	1	4	UBE2Q2
2.9761839938642333e-4	-0.29490716909015163	0	0.157	1	6	CDKN2A
3.202950202754039e-4	-0.295057272818109	0.382	0.477	1	1	PSMA2
0.003206645275824431	-0.29510411692022154	0.069	0.174	1	4	DHRSX
7.245932756131736e-4	-0.2951702790113647	0	0.139	1	6	LMBR1
8.320440762772103e-4	-0.29519345201713687	0.056	0.238	1	6	USP8
1.577321685301455e-11	-0.295261300802244	0.032	0.266	3.145810369165222e-7	2	FASTKD3
7.005480715870537e-5	-0.29531260224066985	0.069	0.317	1	6	MTCO1P12
3.9394639625370926e-4	-0.2953198337222882	0	0.151	1	6	TTC19
5.81247203906644e-4	-0.29532268251537225	0	0.144	1	6	TGFB1I1
2.42366904382841e-13	-0.29539624431811967	0.033	0.214	4.833765541011381e-9	1	SMARCA4
0.004070435146836558	-0.29540730229335255	0.694	0.873	1	6	ATP5PD
1.6754058065287668e-4	-0.2954941537235551	0.157	0.271	1	1	ATF6
0.0011843284560153265	-0.2955203132745836	0	0.129	1	6	HDGFL3
6.629852161271584e-4	-0.29555170032253286	0.014	0.169	1	6	PDE4D
1.3769275778692568e-8	-0.29560778654892417	0.011	0.17	2.7461443613024456e-4	2	DUSP14
5.579703600124321e-13	-0.2956168295294826	0.012	0.167	1.1128160860087947e-8	1	ESCO2
0.005286959898908375	-0.2956565493593074	0.154	0.237	1	1	LIMS1
2.5801059670235903e-13	-0.2956913209917075	0	0.144	5.145763340631849e-9	1	HIST1H2AL
1.2177074145814738e-9	-0.295714220869026	0.016	0.207	2.4285956676412913e-5	2	NREP
9.529983009895289e-4	-0.2957858729639484	0.403	0.76	1	6	TBCA
7.497846949239585e-13	-0.2958454967308781	0.134	0.486	1.495370595556343e-8	2	EAPP
0.0016531665621381383	-0.29593091103094027	0.06	0.177	1	4	CAPN1
0.0010551268387282312	-0.2959905704946536	0.014	0.159	1	6	PDZD8
5.499691665041515e-4	-0.29603506913962596	0	0.145	1	6	PKIG
2.7668966319469615e-5	-0.296050636705978	0.028	0.257	0.551829864275502	6	DPP3
4.780068292163273e-13	-0.2961690426444584	0.075	0.371	9.533368201890432e-9	2	CUEDC2
2.67249110388506e-10	-0.2961986303746917	0.07	0.316	5.330016257588363e-6	2	ALG5
1.7037383788447049e-6	-0.2962272427821619	0.086	0.211	0.033979358227678794	1	SDAD1
1.182079471945144e-4	-0.2962329980803722	0.151	0.265	1	1	MAPKAP1
0.003484825850994869	-0.2962531770144119	0.494	0.539	1	1	SIVA1
3.921163404924529e-13	-0.29626887743445485	0.006	0.155	7.820368294781481e-9	1	NFE4
2.691297255607943e-16	-0.29633732507385996	0.006	0.19	5.3675232465844816e-12	1	HS6ST2
3.6511201018686744e-7	-0.2963487787316664	0.016	0.155	0.007281793931166884	2	HJURP
3.5224092005123266e-4	-0.2963574444666337	0	0.154	1	6	FSTL1
1.7656470855128647e-8	-0.29657923146160203	0.011	0.173	3.521406547346857e-4	2	AC008771.1
